author,time,urls,votes,text_clean,polarity_score,polarity,sentiment
SMILE,1 bulan yang lalu,https://youtu.be/50E0HynQvss,0,margareta ricini alhamdulillah bentar pasang behel kak doa ua moga cepat proses pergeseranya,7,positive,1
009 Kaila mezalumi hamzah,3 minggu yang lalu,https://youtu.be/50E0HynQvss,0,bestie,0,neutral,2
Yani Fc,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,minder kak gigi kayak kakak di bawah rapi kayak kakak habis kakak,-5,negative,0
Lisa Oktavia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,bantu harga gantung dokter pasang baik lihat testimoni deh pakai tidak ada ubah pas ganti dokter gigi langsung ubah,18,positive,1
Regine agusta,2 tahun yang lalu,https://youtu.be/50E0HynQvss,21,moga pasang behel,5,positive,1
Regine agusta,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kakak pasang behel,4,positive,1
Arianti Nicky,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,murah kakaku juta bawa,1,positive,1
Satria Noob,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel kak,4,positive,1
Dian Rizki,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,behel kakak gonta ganti,0,neutral,2
Yowanda Maysela Wibowo,2 tahun yang lalu,https://youtu.be/50E0HynQvss,6,moga pasang behel jugasoalnya gigi ratatrus operasidoa in moga halang,3,positive,1
Jejee Official,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,cepat bngat,0,neutral,2
Eliss Merl,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi kak cerita,-2,negative,0
Ayu Anggita,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel kak,4,positive,1
ni komang Elli juniantari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,150,pasang behel rapihin gigi daya biaya,4,positive,1
ApipDarr,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak pas set cabut tarik tidak gigi tarik pakai metode pakai perpowercain tarik,-1,negative,0
Nayla Azkiya,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,niat daftar maret kemarin pandemi jdiny klinik tutup sad anjir,-15,negative,0
Hanifah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak tidak,0,neutral,2
yazid husen,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,daerah kakak dokter,0,neutral,2
Adhy G,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,saran umur pasang behel arti minimal umur pasang behel,9,positive,1
Jaka Noe,2 tahun yang lalu,https://youtu.be/50E0HynQvss,49,lihat resultnya cangih dokter,3,positive,1
Mahmudah Habibah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,17,gigi gingsul pakai behel,0,neutral,2
cut kania,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel di mana kakak,4,positive,1
Intan Wahyuni,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit tidak kak,-5,negative,0
Lisa Oktavia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sakit kak,-5,negative,0
Lisa Oktavia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,iya pasang dok gigi juta,10,positive,1
Fajar Dawn,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak ganti ganti karet tarik gigi ganti kawat tidak tidak tidak ganti,2,positive,1
Yunita Azizah ExoL,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kakak maf operasi yahaku gigi jelek behel insya besok senin dokter gigi tolong doa kakak,-6,negative,0
Mesti Kurniasih,2 tahun yang lalu,https://youtu.be/50E0HynQvss,10,persis kayak di atas gigi depa jelek,-8,negative,0
Uswatun Hasanah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,kak hem,0,neutral,2
ni komang Elli juniantari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,7,sabar moga rejeki pasang behelnya,14,positive,1
Uswatun Hasanah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin moga kak,1,positive,1
araa,1 tahun yang lalu,https://youtu.be/50E0HynQvss,2,moga pasang behel cape senyum miring,-2,negative,0
SMILE,3 bulan yang lalu,https://youtu.be/50E0HynQvss,0,aminyarabalalamin,0,neutral,2
Lisa Oktavia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak nanti dokter ira kak langsung tarik,2,positive,1
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tonton qna behel di situ kasih,-3,negative,0
Salsabilalalita,2 tahun yang lalu,https://youtu.be/50E0HynQvss,277,pasang behel tidak dibolehin mama,8,positive,1
Sari Novita,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang dokter kakak,4,positive,1
Rahma wati,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kakak pasang behel di mana,4,positive,1
2C_120_Lukita Apsari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,48,pasang takut pandemi,-4,negative,0
ALVIN NUR APRIYADI-XII IPS2,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,jtangigi maju ke depan,0,neutral,2
Romadhoni Putra wijaya 7G 29,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak harus rogsen kah kakak,0,neutral,2
lusi ade,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sblom pasang behel ronsen gigi tidak dek,4,positive,1
Boby Cahyadi,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,gigi bagus habis biaya total,2,positive,1
Nbil_,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,terima kasih kakak,5,positive,1
arif okta,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,alamat klinik kakak,0,neutral,2
ApipDarr,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,ai sayang,0,neutral,2
salma ayu azahra,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi cabut korona dokter tutup,-7,negative,0
salma ayu azahra,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,juta mahal tidak sih,3,positive,1
Ryan Yurmanda Pratama,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi tugara lambat nyopotnya anak gigi tidak lurus lohngk tunbuh lakangtapi puter arah,-2,negative,0
Safira Aulia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,14,doa k pasang behel gigi kayak kakak,1,positive,1
Farhana Salsabilla,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,rekomendasi dokter kakak,0,neutral,2
nabhila,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,kak klinik di mana kak,0,neutral,2
Ratu zakiah maharani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,cepat iklan kakak jajanin bolak buka youtube ngechek anak duit,0,neutral,2
Ainiya Shofiah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,pakai behel tidak sih kak,0,neutral,2
Nursita wulandari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,daerah kakak masangnya,0,neutral,2
SANZ 01 ,2 tahun yang lalu,https://youtu.be/50E0HynQvss,4,persis,0,neutral,2
06. Anisa Fitri,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak dibolehin,0,neutral,2
Khansa,2 tahun yang lalu,https://youtu.be/50E0HynQvss,16,suruh,-2,negative,0
Rania septiani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,37,bolehtpi kerja,0,neutral,2
06. Anisa Fitri,2 tahun yang lalu,https://youtu.be/50E0HynQvss,4,septiani iya,0,neutral,2
Sinta Sari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,12,suruh tabung,1,positive,1
Rania septiani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,6,anisa fitri iya kasih duit kayak yanti kerja gantin,-2,negative,0
My memory,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak ada bukti rapi pakai behel,-2,negative,0
Akbar bais,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,bolehsi uang adatapi mending beli handphone,-2,negative,0
Bang Brew,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,bahan referensi kak ayo lihat video pngalaman pakai clear aligner,4,positive,1
RAJA TEGA,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gede malu salah mama,-2,negative,0
Bukan Siapa-Siapa,1 tahun yang lalu,https://youtu.be/50E0HynQvss,2,septiani gigi rapi enak kerjakrna percaya diri utama interview jadipasang,5,positive,1
Revania Z.S,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,mama paksa tidak mau takut,-3,negative,0
Family Friendly,1 tahun yang lalu,https://youtu.be/50E0HynQvss,4,iya tidak usah pasang behel cowok tidak penting toxic anjir,2,positive,1
SuperHexxa,1 tahun yang lalu,https://youtu.be/50E0HynQvss,2,iya bayar mama mu,2,positive,1
nunun.,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,tidak boleh tidak ada uang,0,neutral,2
Kaleaa Tianova,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,iya gas,-4,negative,0
kunti rahma,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,foto video gun pasang behel orang tua terud cerita teman pintar dibehel anak pendiem pakai behel orang tua pikir behel gaya doang tidak mensyukurin risiko gigi beranta alhamdulillah jin semangat k,6,positive,1
Renata Dwi,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,anisa fitri,0,neutral,2
Salwiyah Chennel,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,mama suruh maux hasil,5,positive,1
Ancelmo Muntopo,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak,0,neutral,2
keysha a,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,akusih tidak ada duit,0,neutral,2
Nida April,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,server,0,neutral,2
Wahyu Adi N,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,friendly gue cowok pingi pakai behel gigi beranta suruh tabung,1,positive,1
habib maulana,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,friendly tertawa gue,5,positive,1
habib maulana,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,adi bro gue jugamau pasang tidak enak ortua takut susah tabung pasang behel,7,positive,1
SaBiLa Amelia,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,tidak dibolehin jiji islam tidak dibolehin,0,neutral,2
Uswatun Hasanah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kakak,0,neutral,2
M. Taqiyudin,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,hasil,3,positive,1
Idzara,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gue tidak dibolehin ayah guasedih huhu,0,neutral,2
Afinda Rizky Yunita Yunita,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,sari kayak,-3,negative,0
Sri Yani,11 bulan yang lalu,https://youtu.be/50E0HynQvss,1,amelia niat ubah beda ubah,-2,negative,0
玉,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak,0,neutral,2
2C_120_Lukita Apsari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,baca nde google awat gigi media tular virus dokter gigi tidak mau tangan tidak darurat tak tau survei dokter gigi kota,3,positive,1
2C_120_Lukita Apsari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak mau tidak boleh idgi,0,neutral,2
Dwi Noviasari,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,lukita wa dokter periksa gigi tolak resep,-6,negative,0
Lisa Oktavia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gantung dokter gigi kak jtan,-3,negative,0
Lisa Oktavia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang kurang lebih jtan ubah lambat pindah dokter gigi cetak rontgen pergi gigi gigi tumpuk lihat kayak maju kurang lebih juta,-1,negative,0
Lisa Oktavia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gantung dokter kak dokter gigi kasih rontgen,-2,negative,0
i know,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gantung dokter suruh ronsen enggak tapi dokter ronsen struktur gigi rahang pasien,-2,negative,0
aditya pradana,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,up,0,neutral,2
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,salma ayu azahra lumayan mahal,0,neutral,2
salma ayu azahra,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,bracketnya lepas gara gara pandemic covid tutup deh behel bengkalai,-4,negative,0
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,bracket lepas tidak bisa kontrol dokter tutup huhu,-4,negative,0
i know,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,hitung murah mbak mbak pasang dokter orthodonti dokter gigi dokter gigi bedah mulut,5,positive,1
Om Badut,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,klinik tutup gara pandemi,-11,negative,0
salma ayu azahra,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,gigi kakak,0,neutral,2
Ryan Yurmanda Pratama,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,terusgigi bermasalh gigi atasyangbsatu puter rapi,1,positive,1
Novalino Abi Ramadhan,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak rapibisa bawa dokter copot,-4,negative,0
diah kusuma,2 tahun yang lalu,https://youtu.be/50E0HynQvss,29,gigi kayak,-3,negative,0
30 detik,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak kak gigi geraham cabut pasang behel,-1,negative,0
Aidil Rizkii,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,klinik di mana kakak,0,neutral,2
Indah Fitrianisa,2 tahun yang lalu,https://youtu.be/50E0HynQvss,81,doa in moga pasang behel,5,positive,1
Nisaun Ulfah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel kakak tidak kasih klinik di mana,4,positive,1
J A channel,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,umur pian mbak,2,positive,1
Pristi Silviani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pasang behel kakak,4,positive,1
Goo Yiye,2 tahun yang lalu,https://youtu.be/50E0HynQvss,3,kak gigi cabut kak sakit tidak moga uang pakai behel kuliah,-10,negative,0
Syifaa azila,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,cabut kak arti kakak pasang gigi palsu,0,neutral,2
Riki Aditia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak kak gigi geraham cabut pasang behel,-1,negative,0
Hadi official,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,total biaya habis kak,0,neutral,2
Syahfitri Maharani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,8,alamat klinik kakak,0,neutral,2
Crl Zax,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,gue gigi bawahanya dorong gigi kak,0,neutral,2
Taufiq Syayid Muhamad,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,pasang behel gigi doang kak,4,positive,1
Dj Ram,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,kak gigi kayak kakak bayar kak,-5,negative,0
jeon widy13,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak kasih klinik,1,positive,1
Revanandita Azzahwa,2 tahun yang lalu,https://youtu.be/50E0HynQvss,4,kakak peras sihsakit tidak soal gigi gigi kelinci belakangso orang parnoan kakak takut saran kakak behel malu kakak tidak pedean,-6,negative,0
Erliana Lubaya Tomo,2 tahun yang lalu,https://youtu.be/50E0HynQvss,8,klinik kak,0,neutral,2
Akhmad Mukhaemin,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,tehpasang behelnya,0,neutral,2
Azura axt,2 tahun yang lalu,https://youtu.be/50E0HynQvss,30,semga pasang behel mingu amin,4,positive,1
niki febri lestari,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak sakit kak bius pergi gigi,-2,negative,0
Lisa Oktavia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak sakit kakak,0,neutral,2
06. Anisa Fitri,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pas suntik sakit,-2,negative,0
Helminaabls,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,rapi butuh ruang ruang pergi gigi gigi lai kembang rapi tidak ada ruang ngembangnya tidak rapi,-11,negative,0
Anggraeni Arifah Zahra,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,pakai gigi palsu cabut gigi asli bohong,-8,negative,0
Hamnah Luvme,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,iya k,0,neutral,2
Fitria,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,up,0,neutral,2
Alfa Diansyah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,iya kak,0,neutral,2
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,blank vic,0,neutral,2
Revanandita Azzahwa,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,tolong,-2,negative,0
nadia f,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,revanandita azahwa pas pasang enggak sakit relax kemarin sakit besok pakai sakit,-3,negative,0
Revanandita Azzahwa,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,oh oke terima kasih kakak,7,positive,1
Ozan Maulana,11 bulan yang lalu,https://youtu.be/50E0HynQvss,0,iya,0,neutral,2
Pelangi Azerina,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,behelnya ganti mbak,0,neutral,2
Tatan Pandini,2 tahun yang lalu,https://youtu.be/50E0HynQvss,805,moga pasang behel,5,positive,1
Litakuna Nauroh,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,terima kasih info,2,positive,1
intan salma _29,2 tahun yang lalu,https://youtu.be/50E0HynQvss,2,kakak kayak gigi copot tumbuh tidak parah kakak kadang tidak pada ngomongv,-2,negative,0
Arsyi and Family,2 tahun yang lalu,https://youtu.be/50E0HynQvss,18,kak pasang behel daerah nama klinik,4,positive,1
Adinda zachrina Sovianti,2 tahun yang lalu,https://youtu.be/50E0HynQvss,2,harga behel,3,positive,1
Ilma Huda,2 tahun yang lalu,https://youtu.be/50E0HynQvss,479,sumpah kayak gigi copot keburu numbuh jelek gigi doa cepat pasang behel amin,-9,negative,0
Yati Nurhayati,2 tahun yang lalu,https://youtu.be/50E0HynQvss,6,terima kasih informasi bermanfat,4,positive,1
Yati Nurhayati,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,daerah kak,0,neutral,2
Nisa Nurjanah,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,kakak sakit kbtulan ginsul,-5,negative,0
waluyo 123,2 tahun yang lalu,https://youtu.be/50E0HynQvss,2,klinik,0,neutral,2
Aries,2 tahun yang lalu,https://youtu.be/50E0HynQvss,22,moga pasang behel,5,positive,1
Fitriyani Dawunyani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,23,puberty,0,neutral,2
aerirora,2 tahun yang lalu,https://youtu.be/50E0HynQvss,5,pasang behel takut cabut gigi,-4,negative,0
Wilda oma's,2 tahun yang lalu,https://youtu.be/50E0HynQvss,26,gila komen gue enggak rasa gue tonton habis kayak vloger profesional,-9,negative,0
Dicci Aggria,2 tahun yang lalu,https://youtu.be/50E0HynQvss,19,takut,-3,negative,0
DISASO CHANNEL,2 tahun yang lalu,https://youtu.be/50E0HynQvss,15,moga uang memadaiheheh,1,positive,1
Isra Ardiani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
Faridatul Ainia,2 tahun yang lalu,https://youtu.be/50E0HynQvss,4,amina rencana,-2,negative,0
Bang Brew,2 tahun yang lalu,https://youtu.be/50E0HynQvss,1,bahan referensi kak ayo lihat video pngalaman pakai clear aligner,4,positive,1
Sapiraa 23,2 tahun yang lalu,https://youtu.be/50E0HynQvss,9,akujuga moga pakai behel wujud,3,positive,1
Bang Brew,2 tahun yang lalu (diedit),https://youtu.be/50E0HynQvss,0,jamanya clear aligner coy bening tidak lihat tidak perlu cape konsultasi dokter mingu mahal behel tmnku,-4,negative,0
Dyah Nurani,2 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
Hafizah Channel,1 tahun yang lalu,https://youtu.be/50E0HynQvss,2,amin rencana kasih gigi weh parah tongosnya,-6,negative,0
Cikadevania Sembiring,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
KimLy,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,susah makan pas kali behel,0,neutral,2
Lisa Aprilia,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin kak,0,neutral,2
Dicci Aggria,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,makan,0,neutral,2
Bukan Siapa-Siapa,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,buru pasang mbatapi jagajndi tukang gigi,0,neutral,2
Wulan Hesti,1 tahun yang lalu,https://youtu.be/50E0HynQvss,3,amin gigi,0,neutral,2
hanif Lathifah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tatan pandini posisi clinic pods dental cere diskon malam,1,positive,1
Dicci Aggria,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak lathifah sakit,-5,negative,0
Abdul Kadir Kadir,1 tahun yang lalu,https://youtu.be/50E0HynQvss,2,gue pasang beuh ngilu,0,neutral,2
᭝ꪶเ᳡᷼𓂅ϐ̸ׅᏇ۫ꫬꭎ᮫ࣴꪲnᨮ,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,amin gigi tongos,0,neutral,2
anggun vlog,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
delifah 30,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,pas corona tonton chanel alhamdulillah jumat pasang behel cetak berani,10,positive,1
Muhammad Juliansyah,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
RINA DWI LESTARI,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,kak gigi maju pasang harga,7,positive,1
Putri Karina,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
nadia mey,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
Ananda Fathya,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,chanel,0,neutral,2
Bu Indah2221,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amingw,0,neutral,2
rofiqoh erma,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin moga uang kumpul,1,positive,1
Naila Zain,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,amin,0,neutral,2
araa,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
araa,1 tahun yang lalu,https://youtu.be/50E0HynQvss,2,suka kesal senyum bentuk miring,2,positive,1
Yusa Gaming,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,tidak kapan,0,neutral,2
Ini Aku,1 tahun yang lalu,https://youtu.be/50E0HynQvss,2,moga pasang behel,5,positive,1
Amelia Putri,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
Gecko,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,maret pasang behel,4,positive,1
raihan fauzan,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
RIANDI,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,biaya,0,neutral,2
Roselia Putri Lestari,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,amin,0,neutral,2
zielloiss is iell,1 tahun yang lalu,https://youtu.be/50E0HynQvss,1,amin,0,neutral,2
habib maulana,1 tahun yang lalu,https://youtu.be/50E0HynQvss,0,amin,0,neutral,2
